DISTRICTCODE,Date,ICU
24,09-10-2020,2
25,09-10-2020,22
26,09-10-2020,16
27,09-10-2020,7
28,09-10-2020,10
29,09-10-2020,1
30,09-10-2020,11
1,10-10-2020,23
2,10-10-2020,77
3,10-10-2020,20
4,10-10-2020,0
5,10-10-2020,349
6,10-10-2020,23
7,10-10-2020,15
8,10-10-2020,7
9,10-10-2020,9
10,10-10-2020,17
11,10-10-2020,16
12,10-10-2020,7
13,10-10-2020,93
14,10-10-2020,17
15,10-10-2020,48
16,10-10-2020,4
17,10-10-2020,29
18,10-10-2020,15
19,10-10-2020,7
20,10-10-2020,16
21,10-10-2020,4
22,10-10-2020,9
23,10-10-2020,14
24,10-10-2020,2
25,10-10-2020,22
26,10-10-2020,16
27,10-10-2020,7
28,10-10-2020,10
29,10-10-2020,5
30,10-10-2020,11
1,11-10-2020,23
2,11-10-2020,78
3,11-10-2020,20
4,11-10-2020,0
5,11-10-2020,353
6,11-10-2020,23
7,11-10-2020,15
8,11-10-2020,7
9,11-10-2020,9
10,11-10-2020,17
11,11-10-2020,16
12,11-10-2020,7
13,11-10-2020,93
14,11-10-2020,17
15,11-10-2020,49
16,11-10-2020,9
17,11-10-2020,29
18,11-10-2020,15
19,11-10-2020,7
20,11-10-2020,17
21,11-10-2020,4
22,11-10-2020,9
23,11-10-2020,14
24,11-10-2020,2
25,11-10-2020,22
26,11-10-2020,16
27,11-10-2020,7
28,11-10-2020,10
29,11-10-2020,5
30,11-10-2020,11
1,12-10-2020,23
2,12-10-2020,78
3,12-10-2020,20
4,12-10-2020,0
5,12-10-2020,353
6,12-10-2020,23
7,12-10-2020,15
8,12-10-2020,7
9,12-10-2020,9
10,12-10-2020,17
11,12-10-2020,16
12,12-10-2020,7
13,12-10-2020,93
14,12-10-2020,17
15,12-10-2020,49
16,12-10-2020,9
17,12-10-2020,29
18,12-10-2020,15
19,12-10-2020,7
20,12-10-2020,17
21,12-10-2020,4
22,12-10-2020,9
23,12-10-2020,14
24,12-10-2020,2
25,12-10-2020,22
26,12-10-2020,16
27,12-10-2020,7
28,12-10-2020,10
29,12-10-2020,5
30,12-10-2020,11
1,13-10-2020,28
2,13-10-2020,76
3,13-10-2020,13
4,13-10-2020,0
5,13-10-2020,346
6,13-10-2020,23
7,13-10-2020,40
8,13-10-2020,7
9,13-10-2020,9
10,13-10-2020,12
11,13-10-2020,18
12,13-10-2020,9
13,13-10-2020,93
14,13-10-2020,17
15,13-10-2020,49
16,13-10-2020,12
17,13-10-2020,41
18,13-10-2020,15
19,13-10-2020,12
20,13-10-2020,11
21,13-10-2020,4
22,13-10-2020,6
23,13-10-2020,14
24,13-10-2020,2
25,13-10-2020,22
26,13-10-2020,16
27,13-10-2020,2
28,13-10-2020,10
29,13-10-2020,1
30,13-10-2020,11
1,14-10-2020,25
2,14-10-2020,75
3,14-10-2020,15
4,14-10-2020,0
5,14-10-2020,351
6,14-10-2020,19
7,14-10-2020,40
8,14-10-2020,11
9,14-10-2020,9
10,14-10-2020,12
11,14-10-2020,18
12,14-10-2020,9
13,14-10-2020,87
14,14-10-2020,17
15,14-10-2020,51
16,14-10-2020,11
17,14-10-2020,38
18,14-10-2020,15
19,14-10-2020,16
20,14-10-2020,9
21,14-10-2020,4
22,14-10-2020,16
23,14-10-2020,14
24,14-10-2020,2
25,14-10-2020,22
26,14-10-2020,16
27,14-10-2020,3
28,14-10-2020,10
29,14-10-2020,1
30,14-10-2020,9
1,15-10-2020,24
2,15-10-2020,75
3,15-10-2020,15
4,15-10-2020,0
5,15-10-2020,352
6,15-10-2020,14
7,15-10-2020,43
8,15-10-2020,11
9,15-10-2020,9
10,15-10-2020,10
11,15-10-2020,18
12,15-10-2020,9
13,15-10-2020,80
14,15-10-2020,18
15,15-10-2020,51
16,15-10-2020,11
17,15-10-2020,47
18,15-10-2020,15
19,15-10-2020,22
20,15-10-2020,9
21,15-10-2020,4
22,15-10-2020,23
23,15-10-2020,14
24,15-10-2020,2
25,15-10-2020,27
26,15-10-2020,16
27,15-10-2020,2
28,15-10-2020,10
29,15-10-2020,1
30,15-10-2020,7
1,16-10-2020,23
2,16-10-2020,75
3,16-10-2020,17
4,16-10-2020,0
5,16-10-2020,359
6,16-10-2020,14
7,16-10-2020,43
8,16-10-2020,11
9,16-10-2020,13
10,16-10-2020,10
11,16-10-2020,18
12,16-10-2020,9
13,16-10-2020,80
14,16-10-2020,18
15,16-10-2020,51
16,16-10-2020,11
17,16-10-2020,34
18,16-10-2020,15
19,16-10-2020,29
20,16-10-2020,9
21,16-10-2020,4
22,16-10-2020,21
23,16-10-2020,14
24,16-10-2020,2
25,16-10-2020,27
26,16-10-2020,16
27,16-10-2020,2
28,16-10-2020,10
29,16-10-2020,4
30,16-10-2020,7
1,17-10-2020,26
2,17-10-2020,71
3,17-10-2020,17
4,17-10-2020,0
5,17-10-2020,361
6,17-10-2020,14
7,17-10-2020,43
8,17-10-2020,10
9,17-10-2020,13
10,17-10-2020,9
11,17-10-2020,18
12,17-10-2020,9
13,17-10-2020,77
14,17-10-2020,18
15,17-10-2020,51
16,17-10-2020,11
17,17-10-2020,30
18,17-10-2020,15
19,17-10-2020,29
20,17-10-2020,9
21,17-10-2020,4
22,17-10-2020,21
23,17-10-2020,14
24,17-10-2020,2
25,17-10-2020,27
26,17-10-2020,16
27,17-10-2020,4
28,17-10-2020,10
29,17-10-2020,4
30,17-10-2020,7
1,18-10-2020,26
2,18-10-2020,67
3,18-10-2020,18
4,18-10-2020,12
5,18-10-2020,365
6,18-10-2020,14
7,18-10-2020,43
8,18-10-2020,10
9,18-10-2020,17
10,18-10-2020,13
11,18-10-2020,18
12,18-10-2020,9
13,18-10-2020,67
14,18-10-2020,18
15,18-10-2020,44
16,18-10-2020,11
17,18-10-2020,28
18,18-10-2020,15
19,18-10-2020,29
20,18-10-2020,12
21,18-10-2020,4
22,18-10-2020,21
23,18-10-2020,14
24,18-10-2020,2
25,18-10-2020,27
26,18-10-2020,16
27,18-10-2020,4
28,18-10-2020,10
29,18-10-2020,4
30,18-10-2020,7
1,19-10-2020,19
2,19-10-2020,67
3,19-10-2020,16
4,19-10-2020,12
5,19-10-2020,364
6,19-10-2020,14
7,19-10-2020,43
8,19-10-2020,8
9,19-10-2020,17
10,19-10-2020,13
11,19-10-2020,18
12,19-10-2020,8
13,19-10-2020,67
14,19-10-2020,18
15,19-10-2020,44
16,19-10-2020,14
17,19-10-2020,28
18,19-10-2020,15
19,19-10-2020,29
20,19-10-2020,9
21,19-10-2020,4
22,19-10-2020,21
23,19-10-2020,14
24,19-10-2020,2
25,19-10-2020,27
26,19-10-2020,16
27,19-10-2020,4
28,19-10-2020,10
29,19-10-2020,4
30,19-10-2020,7
1,20-10-2020,19
2,20-10-2020,67
3,20-10-2020,17
4,20-10-2020,12
5,20-10-2020,380
6,20-10-2020,14
7,20-10-2020,45
8,20-10-2020,8
9,20-10-2020,17
10,20-10-2020,11
11,20-10-2020,16
12,20-10-2020,6
13,20-10-2020,67
14,20-10-2020,18
15,20-10-2020,44
16,20-10-2020,14
17,20-10-2020,20
18,20-10-2020,11
19,20-10-2020,29
20,20-10-2020,9
21,20-10-2020,4
22,20-10-2020,18
23,20-10-2020,14
24,20-10-2020,2
25,20-10-2020,27
26,20-10-2020,16
27,20-10-2020,15
28,20-10-2020,10
29,20-10-2020,4
30,20-10-2020,7
1,21-10-2020,19
2,21-10-2020,67
3,21-10-2020,17
4,21-10-2020,9
5,21-10-2020,378
6,21-10-2020,14
7,21-10-2020,43
8,21-10-2020,8
9,21-10-2020,17
10,21-10-2020,11
11,21-10-2020,16
12,21-10-2020,7
13,21-10-2020,67
14,21-10-2020,18
15,21-10-2020,44
16,21-10-2020,14
17,21-10-2020,20
18,21-10-2020,14
19,21-10-2020,29
20,21-10-2020,9
21,21-10-2020,4
22,21-10-2020,18
23,21-10-2020,14
24,21-10-2020,2
25,21-10-2020,27
26,21-10-2020,16
27,21-10-2020,24
28,21-10-2020,10
29,21-10-2020,4
30,21-10-2020,7
1,22-10-2020,19
2,22-10-2020,67
3,22-10-2020,9
4,22-10-2020,17
5,22-10-2020,371
6,22-10-2020,14
7,22-10-2020,45
8,22-10-2020,8
9,22-10-2020,19
10,22-10-2020,8
11,22-10-2020,19
12,22-10-2020,5
13,22-10-2020,55
14,22-10-2020,18
15,22-10-2020,44
16,22-10-2020,14
17,22-10-2020,20
18,22-10-2020,14
19,22-10-2020,29
20,22-10-2020,8
21,22-10-2020,9
22,22-10-2020,24
23,22-10-2020,14
24,22-10-2020,2
25,22-10-2020,27
26,22-10-2020,16
27,22-10-2020,24
28,22-10-2020,10
29,22-10-2020,4
30,22-10-2020,7
1,23-10-2020,19
2,23-10-2020,70
3,23-10-2020,17
4,23-10-2020,9
5,23-10-2020,370
6,23-10-2020,14
7,23-10-2020,45
8,23-10-2020,8
9,23-10-2020,22
10,23-10-2020,6
11,23-10-2020,19
12,23-10-2020,5
13,23-10-2020,52
14,23-10-2020,18
15,23-10-2020,44
16,23-10-2020,14
17,23-10-2020,20
18,23-10-2020,14
19,23-10-2020,29
20,23-10-2020,7
21,23-10-2020,9
22,23-10-2020,24
23,23-10-2020,14
24,23-10-2020,2
25,23-10-2020,27
26,23-10-2020,16
27,23-10-2020,24
28,23-10-2020,8
29,23-10-2020,3
30,23-10-2020,7
1,24-10-2020,11
2,24-10-2020,61
3,24-10-2020,12
4,24-10-2020,9
5,24-10-2020,431
6,24-10-2020,5
7,24-10-2020,38
8,24-10-2020,11
9,24-10-2020,23
10,24-10-2020,6
11,24-10-2020,15
12,24-10-2020,4
13,24-10-2020,29
14,24-10-2020,17
15,24-10-2020,44
16,24-10-2020,12
17,24-10-2020,28
18,24-10-2020,14
19,24-10-2020,22
20,24-10-2020,12
21,24-10-2020,20
22,24-10-2020,28
23,24-10-2020,7
24,24-10-2020,1
25,24-10-2020,22
26,24-10-2020,16
27,24-10-2020,18
28,24-10-2020,12
29,24-10-2020,5
30,24-10-2020,2
1,25-10-2020,17
2,25-10-2020,61
3,25-10-2020,12
4,25-10-2020,9
5,25-10-2020,432
6,25-10-2020,4
7,25-10-2020,38
8,25-10-2020,11
9,25-10-2020,23
10,25-10-2020,5
11,25-10-2020,15
12,25-10-2020,4
13,25-10-2020,29
14,25-10-2020,17
15,25-10-2020,44
16,25-10-2020,12
17,25-10-2020,28
18,25-10-2020,14
19,25-10-2020,22
20,25-10-2020,11
21,25-10-2020,20
22,25-10-2020,28
23,25-10-2020,7
24,25-10-2020,1
25,25-10-2020,22
26,25-10-2020,16
27,25-10-2020,18
28,25-10-2020,12
29,25-10-2020,5
30,25-10-2020,2
1,26-10-2020,18
2,26-10-2020,61
3,26-10-2020,15
4,26-10-2020,9
5,26-10-2020,427
6,26-10-2020,4
7,26-10-2020,41
8,26-10-2020,11
9,26-10-2020,23
10,26-10-2020,5
11,26-10-2020,15
12,26-10-2020,5
13,26-10-2020,29
14,26-10-2020,17
15,26-10-2020,44
16,26-10-2020,12
17,26-10-2020,28
18,26-10-2020,14
19,26-10-2020,22
20,26-10-2020,11
21,26-10-2020,20
22,26-10-2020,28
23,26-10-2020,7
24,26-10-2020,1
25,26-10-2020,22
26,26-10-2020,16
27,26-10-2020,18
28,26-10-2020,12
29,26-10-2020,5
30,26-10-2020,2
1,27-10-2020,18
2,27-10-2020,61
3,27-10-2020,15
4,27-10-2020,9
5,27-10-2020,429
6,27-10-2020,4
7,27-10-2020,41
8,27-10-2020,10
9,27-10-2020,23
10,27-10-2020,5
11,27-10-2020,15
12,27-10-2020,6
13,27-10-2020,29
14,27-10-2020,17
15,27-10-2020,44
16,27-10-2020,12
17,27-10-2020,27
18,27-10-2020,14
19,27-10-2020,25
20,27-10-2020,11
21,27-10-2020,20
22,27-10-2020,28
23,27-10-2020,7
24,27-10-2020,1
25,27-10-2020,22
26,27-10-2020,16
27,27-10-2020,17
28,27-10-2020,11
29,27-10-2020,5
30,27-10-2020,2
1,28-10-2020,18
2,28-10-2020,61
3,28-10-2020,9
4,28-10-2020,15
5,28-10-2020,416
6,28-10-2020,2
7,28-10-2020,41
8,28-10-2020,10
9,28-10-2020,23
10,28-10-2020,3
11,28-10-2020,15
12,28-10-2020,16
13,28-10-2020,29
14,28-10-2020,17
15,28-10-2020,44
16,28-10-2020,12
17,28-10-2020,31
18,28-10-2020,14
19,28-10-2020,25
20,28-10-2020,11
21,28-10-2020,20
22,28-10-2020,28
23,28-10-2020,7
24,28-10-2020,1
25,28-10-2020,22
26,28-10-2020,14
27,28-10-2020,17
28,28-10-2020,11
29,28-10-2020,5
30,28-10-2020,2
1,29-10-2020,19
2,29-10-2020,62
3,29-10-2020,9
4,29-10-2020,11
5,29-10-2020,437
6,29-10-2020,2
7,29-10-2020,41
8,29-10-2020,8
9,29-10-2020,10
10,29-10-2020,3
11,29-10-2020,15
12,29-10-2020,16
13,29-10-2020,29
14,29-10-2020,17
15,29-10-2020,44
16,29-10-2020,12
17,29-10-2020,25
18,29-10-2020,14
19,29-10-2020,25
20,29-10-2020,8
21,29-10-2020,20
22,29-10-2020,28
23,29-10-2020,7
24,29-10-2020,1
25,29-10-2020,22
26,29-10-2020,14
27,29-10-2020,18
28,29-10-2020,11
29,29-10-2020,5
30,29-10-2020,2
1,30-10-2020,13
2,30-10-2020,60
3,30-10-2020,168
4,30-10-2020,11
5,30-10-2020,10
6,30-10-2020,318
7,30-10-2020,4
8,30-10-2020,41
9,30-10-2020,8
10,30-10-2020,10
11,30-10-2020,4
12,30-10-2020,15
13,30-10-2020,13
14,30-10-2020,23
15,30-10-2020,17
16,30-10-2020,44
17,30-10-2020,8
18,30-10-2020,27
19,30-10-2020,5
20,30-10-2020,24
21,30-10-2020,4
22,30-10-2020,20
23,30-10-2020,28
24,30-10-2020,7
25,30-10-2020,1
26,30-10-2020,13
27,30-10-2020,14
28,30-10-2020,12
29,30-10-2020,8
30,30-10-2020,5
1,31-10-2020,21
2,31-10-2020,60
3,31-10-2020,10
4,31-10-2020,10
5,31-10-2020,461
6,31-10-2020,4
7,31-10-2020,41
8,31-10-2020,5
9,31-10-2020,10
10,31-10-2020,5
11,31-10-2020,16
12,31-10-2020,13
13,31-10-2020,23
14,31-10-2020,17
15,31-10-2020,44
16,31-10-2020,3
17,31-10-2020,28
18,31-10-2020,5
19,31-10-2020,32
20,31-10-2020,6
21,31-10-2020,24
22,31-10-2020,28
23,31-10-2020,7
24,31-10-2020,1
25,31-10-2020,13
26,31-10-2020,42
27,31-10-2020,12
28,31-10-2020,8
29,31-10-2020,5
30,31-10-2020,2
1,01-11-2020,21
2,01-11-2020,50
3,01-11-2020,10
4,01-11-2020,11
5,01-11-2020,453
6,01-11-2020,4
7,01-11-2020,41
8,01-11-2020,5
9,01-11-2020,10
10,01-11-2020,5
11,01-11-2020,16
12,01-11-2020,13
13,01-11-2020,23
14,01-11-2020,17
15,01-11-2020,44
16,01-11-2020,3
17,01-11-2020,28
18,01-11-2020,5
19,01-11-2020,32
20,01-11-2020,5
21,01-11-2020,23
22,01-11-2020,28
23,01-11-2020,7
24,01-11-2020,1
25,01-11-2020,13
26,01-11-2020,40
27,01-11-2020,12
28,01-11-2020,8
29,01-11-2020,5
30,01-11-2020,2
1,02-11-2020,21
2,02-11-2020,50
3,02-11-2020,11
4,02-11-2020,10
5,02-11-2020,458
6,02-11-2020,6
7,02-11-2020,29
8,02-11-2020,5
9,02-11-2020,10
10,02-11-2020,3
11,02-11-2020,16
12,02-11-2020,21
13,02-11-2020,23
14,02-11-2020,17
15,02-11-2020,40
16,02-11-2020,4
17,02-11-2020,29
18,02-11-2020,5
19,02-11-2020,36
20,02-11-2020,2
21,02-11-2020,23
22,02-11-2020,28
23,02-11-2020,7
24,02-11-2020,1
25,02-11-2020,13
26,02-11-2020,40
27,02-11-2020,12
28,02-11-2020,4
29,02-11-2020,5
30,02-11-2020,2
1,03-11-2020,17
2,03-11-2020,47
3,03-11-2020,13
4,03-11-2020,10
5,03-11-2020,468
6,03-11-2020,5
7,03-11-2020,26
8,03-11-2020,5
9,03-11-2020,12
10,03-11-2020,3
11,03-11-2020,16
12,03-11-2020,21
13,03-11-2020,23
14,03-11-2020,17
15,03-11-2020,36
16,03-11-2020,4
17,03-11-2020,29
18,03-11-2020,5
19,03-11-2020,36
20,03-11-2020,3
21,03-11-2020,26
22,03-11-2020,28
23,03-11-2020,7
24,03-11-2020,1
25,03-11-2020,10
26,03-11-2020,40
27,03-11-2020,12
28,03-11-2020,5
29,03-11-2020,5
30,03-11-2020,2
1,04-11-2020,15
2,04-11-2020,47
3,04-11-2020,12
4,04-11-2020,10
5,04-11-2020,464
6,04-11-2020,4
7,04-11-2020,26
8,04-11-2020,5
9,04-11-2020,12
10,04-11-2020,3
11,04-11-2020,16
12,04-11-2020,21
13,04-11-2020,23
14,04-11-2020,17
15,04-11-2020,36
16,04-11-2020,4
17,04-11-2020,29
18,04-11-2020,5
19,04-11-2020,35
20,04-11-2020,2
21,04-11-2020,26
22,04-11-2020,28
23,04-11-2020,7
24,04-11-2020,1
25,04-11-2020,10
26,04-11-2020,40
27,04-11-2020,11
28,04-11-2020,5
29,04-11-2020,14
30,04-11-2020,0
1,05-11-2020,12
2,05-11-2020,38
3,05-11-2020,12
4,05-11-2020,10
5,05-11-2020,464
6,05-11-2020,4
7,05-11-2020,26
8,05-11-2020,5
9,05-11-2020,12
10,05-11-2020,3
11,05-11-2020,16
12,05-11-2020,21
13,05-11-2020,23
14,05-11-2020,17
15,05-11-2020,36
16,05-11-2020,4
17,05-11-2020,31
18,05-11-2020,5
19,05-11-2020,29
20,05-11-2020,3
21,05-11-2020,26
22,05-11-2020,28
23,05-11-2020,7
24,05-11-2020,1
25,05-11-2020,12
26,05-11-2020,38
27,05-11-2020,11
28,05-11-2020,8
29,05-11-2020,14
30,05-11-2020,0
1,06-11-2020,12
2,06-11-2020,39
3,06-11-2020,12
4,06-11-2020,10
5,06-11-2020,473
6,06-11-2020,3
7,06-11-2020,18
8,06-11-2020,3
9,06-11-2020,12
10,06-11-2020,2
11,06-11-2020,23
12,06-11-2020,24
13,06-11-2020,23
14,06-11-2020,10
15,06-11-2020,27
16,06-11-2020,3
17,06-11-2020,30
18,06-11-2020,5
19,06-11-2020,28
20,06-11-2020,2
21,06-11-2020,20
22,06-11-2020,35
23,06-11-2020,7
24,06-11-2020,0
25,06-11-2020,18
26,06-11-2020,34
27,06-11-2020,11
28,06-11-2020,10
29,06-11-2020,7
30,06-11-2020,0
1,07-11-2020,12
2,07-11-2020,33
3,07-11-2020,12
4,07-11-2020,10
5,07-11-2020,480
6,07-11-2020,5
7,07-11-2020,20
8,07-11-2020,4
9,07-11-2020,12
10,07-11-2020,2
11,07-11-2020,23
12,07-11-2020,22
13,07-11-2020,23
14,07-11-2020,10
15,07-11-2020,23
16,07-11-2020,3
17,07-11-2020,30
18,07-11-2020,5
19,07-11-2020,29
20,07-11-2020,2
21,07-11-2020,15
22,07-11-2020,35
23,07-11-2020,5
24,07-11-2020,0
25,07-11-2020,14
26,07-11-2020,34
27,07-11-2020,11
28,07-11-2020,10
29,07-11-2020,3
30,07-11-2020,0
1,08-11-2020,12
2,08-11-2020,33
3,08-11-2020,12
4,08-11-2020,10
5,08-11-2020,476
6,08-11-2020,3
7,08-11-2020,20
8,08-11-2020,4
9,08-11-2020,12
10,08-11-2020,2
11,08-11-2020,23
12,08-11-2020,22
13,08-11-2020,22
14,08-11-2020,10
15,08-11-2020,29
16,08-11-2020,4
17,08-11-2020,30
18,08-11-2020,5
19,08-11-2020,26
20,08-11-2020,2
21,08-11-2020,15
22,08-11-2020,35
23,08-11-2020,5
24,08-11-2020,0
25,08-11-2020,14
26,08-11-2020,34
27,08-11-2020,11
28,08-11-2020,10
29,08-11-2020,3
30,08-11-2020,0
1,09-11-2020,12
2,09-11-2020,30
3,09-11-2020,12
4,09-11-2020,10
5,09-11-2020,470
6,09-11-2020,3
7,09-11-2020,23
8,09-11-2020,4
9,09-11-2020,12
10,09-11-2020,5
11,09-11-2020,23
12,09-11-2020,19
13,09-11-2020,22
14,09-11-2020,10
15,09-11-2020,25
16,09-11-2020,4
17,09-11-2020,30
18,09-11-2020,5
19,09-11-2020,30
20,09-11-2020,1
21,09-11-2020,15
22,09-11-2020,35
23,09-11-2020,5
24,09-11-2020,0
25,09-11-2020,14
26,09-11-2020,34
27,09-11-2020,10
28,09-11-2020,10
29,09-11-2020,3
30,09-11-2020,0
1,10-11-2020,14
2,10-11-2020,24
3,10-11-2020,9
4,10-11-2020,10
5,10-11-2020,465
6,10-11-2020,3
7,10-11-2020,25
8,10-11-2020,4
9,10-11-2020,12
10,10-11-2020,5
11,10-11-2020,23
12,10-11-2020,18
13,10-11-2020,22
14,10-11-2020,10
15,10-11-2020,25
16,10-11-2020,4
17,10-11-2020,31
18,10-11-2020,5
19,10-11-2020,30
20,10-11-2020,2
21,10-11-2020,15
22,10-11-2020,35
23,10-11-2020,5
24,10-11-2020,0
25,10-11-2020,17
26,10-11-2020,32
27,10-11-2020,10
28,10-11-2020,10
29,10-11-2020,4
30,10-11-2020,0
1,11-11-2020,14
2,11-11-2020,24
3,11-11-2020,9
4,11-11-2020,10
5,11-11-2020,424
6,11-11-2020,3
7,11-11-2020,25
8,11-11-2020,4
9,11-11-2020,12
10,11-11-2020,5
11,11-11-2020,23
12,11-11-2020,16
13,11-11-2020,22
14,11-11-2020,10
15,11-11-2020,22
16,11-11-2020,2
17,11-11-2020,38
18,11-11-2020,5
19,11-11-2020,22
20,11-11-2020,2
21,11-11-2020,15
22,11-11-2020,40
23,11-11-2020,4
24,11-11-2020,0
25,11-11-2020,17
26,11-11-2020,32
27,11-11-2020,10
28,11-11-2020,10
29,11-11-2020,4
30,11-11-2020,0
1,12-11-2020,12
2,12-11-2020,24
3,12-11-2020,9
4,12-11-2020,16
5,12-11-2020,395
6,12-11-2020,2
7,12-11-2020,25
8,12-11-2020,4
9,12-11-2020,14
10,12-11-2020,5
11,12-11-2020,21
12,12-11-2020,14
13,12-11-2020,22
14,12-11-2020,8
15,12-11-2020,24
16,12-11-2020,2
17,12-11-2020,40
18,12-11-2020,5
19,12-11-2020,22
20,12-11-2020,2
21,12-11-2020,15
22,12-11-2020,40
23,12-11-2020,4
24,12-11-2020,0
25,12-11-2020,17
26,12-11-2020,32
27,12-11-2020,11
28,12-11-2020,8
29,12-11-2020,4
30,12-11-2020,0
1,13-11-2020,11
2,13-11-2020,23
3,13-11-2020,9
4,13-11-2020,14
5,13-11-2020,391
6,13-11-2020,2
7,13-11-2020,27
8,13-11-2020,4
9,13-11-2020,14
10,13-11-2020,4
11,13-11-2020,21
12,13-11-2020,13
13,13-11-2020,22
14,13-11-2020,8
15,13-11-2020,24
16,13-11-2020,2
17,13-11-2020,41
18,13-11-2020,5
19,13-11-2020,16
20,13-11-2020,1
21,13-11-2020,15
22,13-11-2020,39
23,13-11-2020,3
24,13-11-2020,0
25,13-11-2020,17
26,13-11-2020,31
27,13-11-2020,11
28,13-11-2020,10
29,13-11-2020,3
30,13-11-2020,0
1,14-11-2020,15
2,14-11-2020,18
3,14-11-2020,9
4,14-11-2020,14
5,14-11-2020,386
6,14-11-2020,2
7,14-11-2020,23
8,14-11-2020,4
9,14-11-2020,14
10,14-11-2020,4
11,14-11-2020,23
12,14-11-2020,12
13,14-11-2020,22
14,14-11-2020,8
15,14-11-2020,22
16,14-11-2020,2
17,14-11-2020,41
18,14-11-2020,5
19,14-11-2020,16
20,14-11-2020,1
21,14-11-2020,19
22,14-11-2020,39
23,14-11-2020,3
24,14-11-2020,0
25,14-11-2020,17
26,14-11-2020,31
27,14-11-2020,11
28,14-11-2020,9
29,14-11-2020,3
30,14-11-2020,0
1,15-11-2020,14
2,15-11-2020,18
3,15-11-2020,9
4,15-11-2020,11
5,15-11-2020,369
6,15-11-2020,2
7,15-11-2020,26
8,15-11-2020,4
9,15-11-2020,14
10,15-11-2020,4
11,15-11-2020,23
12,15-11-2020,10
13,15-11-2020,22
14,15-11-2020,8
15,15-11-2020,22
16,15-11-2020,2
17,15-11-2020,39
18,15-11-2020,6
19,15-11-2020,12
20,15-11-2020,1
21,15-11-2020,21
22,15-11-2020,37
23,15-11-2020,3
24,15-11-2020,0
25,15-11-2020,17
26,15-11-2020,30
27,15-11-2020,10
28,15-11-2020,9
29,15-11-2020,3
30,15-11-2020,0
1,16-11-2020,11
2,16-11-2020,15
3,16-11-2020,9
4,16-11-2020,11
5,16-11-2020,368
6,16-11-2020,2
7,16-11-2020,19
8,16-11-2020,4
9,16-11-2020,14
10,16-11-2020,4
11,16-11-2020,23
12,16-11-2020,10
13,16-11-2020,22
14,16-11-2020,8
15,16-11-2020,22
16,16-11-2020,2
17,16-11-2020,40
18,16-11-2020,6
19,16-11-2020,12
20,16-11-2020,1
21,16-11-2020,18
22,16-11-2020,37
23,16-11-2020,3
24,16-11-2020,0
25,16-11-2020,17
26,16-11-2020,30
27,16-11-2020,10
28,16-11-2020,9
29,16-11-2020,3
30,16-11-2020,0
1,17-11-2020,16
2,17-11-2020,15
3,17-11-2020,9
4,17-11-2020,11
5,17-11-2020,338
6,17-11-2020,3
7,17-11-2020,16
8,17-11-2020,4
9,17-11-2020,14
10,17-11-2020,4
11,17-11-2020,22
12,17-11-2020,9
13,17-11-2020,21
14,17-11-2020,8
15,17-11-2020,22
16,17-11-2020,1
17,17-11-2020,36
18,17-11-2020,6
19,17-11-2020,11
20,17-11-2020,1
21,17-11-2020,18
22,17-11-2020,37
23,17-11-2020,3
24,17-11-2020,0
25,17-11-2020,17
26,17-11-2020,30
27,17-11-2020,9
28,17-11-2020,9
29,17-11-2020,3
30,17-11-2020,0
1,18-11-2020,13
2,18-11-2020,16
3,18-11-2020,9
4,18-11-2020,11
5,18-11-2020,320
6,18-11-2020,3
7,18-11-2020,17
8,18-11-2020,6
9,18-11-2020,12
10,18-11-2020,4
11,18-11-2020,19
12,18-11-2020,9
13,18-11-2020,16
14,18-11-2020,8
15,18-11-2020,18
16,18-11-2020,1
17,18-11-2020,26
18,18-11-2020,4
19,18-11-2020,11
20,18-11-2020,1
21,18-11-2020,14
22,18-11-2020,32
23,18-11-2020,3
24,18-11-2020,0
25,18-11-2020,16
26,18-11-2020,28
27,18-11-2020,7
28,18-11-2020,9
29,18-11-2020,3
30,18-11-2020,0
1,19-11-2020,10
2,19-11-2020,16
3,19-11-2020,4
4,19-11-2020,10
5,19-11-2020,297
6,19-11-2020,3
7,19-11-2020,18
8,19-11-2020,6
9,19-11-2020,12
10,19-11-2020,4
11,19-11-2020,20
12,19-11-2020,9
13,19-11-2020,14
14,19-11-2020,8
15,19-11-2020,15
16,19-11-2020,1
17,19-11-2020,22
18,19-11-2020,4
19,19-11-2020,10
20,19-11-2020,1
21,19-11-2020,16
22,19-11-2020,31
23,19-11-2020,5
24,19-11-2020,0
25,19-11-2020,16
26,19-11-2020,28
27,19-11-2020,7
28,19-11-2020,9
29,19-11-2020,2
30,19-11-2020,0
1,20-11-2020,9
2,20-11-2020,16
3,20-11-2020,1
4,20-11-2020,9
5,20-11-2020,279
6,20-11-2020,3
7,20-11-2020,14
8,20-11-2020,5
9,20-11-2020,4
10,20-11-2020,3
11,20-11-2020,12
12,20-11-2020,9
13,20-11-2020,12
14,20-11-2020,9
15,20-11-2020,15
16,20-11-2020,1
17,20-11-2020,23
18,20-11-2020,4
19,20-11-2020,12
20,20-11-2020,1
21,20-11-2020,9
22,20-11-2020,27
23,20-11-2020,2
24,20-11-2020,0
25,20-11-2020,15
26,20-11-2020,28
27,20-11-2020,6
28,20-11-2020,9
29,20-11-2020,2
30,20-11-2020,0
1,21-11-2020,7
2,21-11-2020,16
3,21-11-2020,4
4,21-11-2020,8
