"State","Date","Total Active"
"Odisha","2022-04-28","133"
"Odisha","2022-04-29","133"
"Odisha","2022-04-30","121"
"Odisha","2022-05-01","133"
"Odisha","2022-05-02","136"
"Odisha","2022-05-03","136"
"Odisha","2022-05-04","135"
"Odisha","2022-05-05","135"
"Odisha","2022-05-06","152"
"Odisha","2022-05-07","152"
"Odisha","2022-05-08","156"
"Odisha","2022-05-09","213"
"Odisha","2022-05-10","207"
"Odisha","2022-05-11","167"
"Odisha","2022-05-12","174"
"Odisha","2022-05-13","155"
"Odisha","2022-05-14","166"
"Odisha","2022-05-15","184"
"Odisha","2022-05-16","168"
"Odisha","2022-05-17","171"
"Odisha","2022-05-18","171"
"Odisha","2022-05-19","176"
"Odisha","2022-05-20","161"
"Odisha","2022-05-21","171"
"Odisha","2022-05-22","148"
"Odisha","2022-05-23","141"
"Odisha","2022-05-24","135"
"Odisha","2022-05-25","143"
"Odisha","2022-05-26","121"
"Odisha","2022-05-27","120"
"Odisha","2022-05-28","129"
"Odisha","2022-05-29","133"
"Odisha","2022-05-30","121"
"Odisha","2022-05-31","127"
"Odisha","2022-06-01","118"
"Odisha","2022-06-02","123"
"Odisha","2022-06-03","134"
"Odisha","2022-06-04","120"
"Odisha","2022-06-05","124"
"Odisha","2022-06-06","143"
"Odisha","2022-06-07","138"
"Odisha","2022-06-08","143"
"Odisha","2022-06-09","149"
"Odisha","2022-06-10","169"
"Odisha","2022-06-11","178"
"Odisha","2022-06-12","202"
"Odisha","2022-06-13","189"
"Odisha","2022-06-14","188"
"Odisha","2022-06-15","197"
"Odisha","2022-06-16","189"
"Odisha","2022-06-17","213"
"Odisha","2022-06-18","217"
"Odisha","2022-06-19","255"
"Odisha","2022-06-20","292"
"Odisha","2022-06-21","292"
"Odisha","2022-06-22","325"
"Odisha","2022-06-23","334"
"Odisha","2022-06-24","407"
"Odisha","2022-06-25","401"
"Odisha","2022-06-26","416"
"Odisha","2022-06-27","440"
"Odisha","2022-06-28","457"
"Odisha","2022-06-29","521"
"Odisha","2022-06-30","627"
"Odisha","2022-07-01","721"
"Odisha","2022-07-02","925"
"Odisha","2022-07-03","1017"
"Odisha","2022-07-04","1363"
"Odisha","2022-07-05","1543"
"Odisha","2022-07-06","1609"
"Odisha","2022-07-07","2010"
"Odisha","2022-07-08","2070"
"Odisha","2022-07-09","2336"
"Odisha","2022-07-10","2504"
"Odisha","2022-07-11","2504"
"Odisha","2022-07-12","3084"
"Odisha","2022-07-13","3188"
"Odisha","2022-07-14","3511"
"Odisha","2022-07-15","4315"
"Odisha","2022-07-16","4878"
"Odisha","2022-07-17","4877"
"Odisha","2022-07-18","5149"
"Odisha","2022-07-19","5425"
"Odisha","2022-07-20","5632"
"Odisha","2022-07-21","6754"
"Odisha","2022-07-22","6120"
"Odisha","2022-07-23","6269"
"Odisha","2022-07-24","7398"
"Odisha","2022-07-25","6715"
"Odisha","2022-07-26","6447"
"Odisha","2022-07-27","5891"
"Odisha","2022-07-28","7064"
"Odisha","2022-07-29","5821"
"Odisha","2022-07-30","5704"
"Odisha","2022-07-31","5634"
"Odisha","2022-08-01","6661"
"Odisha","2022-08-02","6929"
"Odisha","2022-08-03","5518"
"Odisha","2022-08-04","5518"
"Odisha","2022-08-05","5399"
"Odisha","2022-08-06","5223"
"Odisha","2022-08-07","6058"
"Odisha","2022-08-08","5904"
"Odisha","2022-08-09","5851"
"Odisha","2022-08-10","4614"
"Odisha","2022-08-11","4211"
"Odisha","2022-08-12","4740"
"Odisha","2022-08-13","3616"
"Odisha","2022-08-14","4019"
"Odisha","2022-08-15","3360"
"Odisha","2022-08-16","3261"
"Odisha","2022-08-17","2756"
"Odisha","2022-08-18","2481"
"Odisha","2022-08-19","2460"
"Odisha","2022-08-20","2392"
"Odisha","2022-08-21","2711"
"Odisha","2022-08-22","2219"
"Odisha","2022-08-23","2421"
"Odisha","2022-08-24","1956"
"Odisha","2022-08-25","1847"
"Odisha","2022-08-26","2201"
"Odisha","2022-08-27","1754"
"Odisha","2022-08-28","2042"
"Odisha","2022-08-29","1828"
"Odisha","2022-08-30","2047"
"Odisha","2022-08-31","2035"
"Odisha","2022-09-01","1667"
"Odisha","2022-09-02","1625"
"Odisha","2022-09-03","1614"
"Odisha","2022-09-04","1573"
"Odisha","2022-09-05","1598"
"Odisha","2022-09-06","1401"
"Odisha","2022-09-07","1342"
"Odisha","2022-09-08","1470"
"Odisha","2022-09-09","1490"
"Odisha","2022-09-10","1542"
"Odisha","2022-09-11","1811"
"Odisha","2022-09-12","1676"
"Odisha","2022-09-13","1661"
"Odisha","2022-09-14","1467"
"Odisha","2022-09-15","1452"
"Odisha","2022-09-16","1504"
"Odisha","2022-09-17","1450"
"Odisha","2022-09-18","1683"
"Odisha","2022-09-19","1481"
"Odisha","2022-09-20","1388"
"Odisha","2022-09-21","1302"
"Odisha","2022-09-22","1501"
"Odisha","2022-09-23","1252"
"Odisha","2022-09-24","1249"
"Odisha","2022-09-25","1265"
"Odisha","2022-09-26","1329"
"Odisha","2022-09-27","1492"
"Odisha","2022-09-28","1476"
"Odisha","2022-09-29","1480"
"Odisha","2022-09-30","1258"
"Odisha","2022-10-01","1258"
"Odisha","2022-10-02","1396"
"Odisha","2022-10-03","1136"
"Odisha","2022-10-04","1007"
"Odisha","2022-10-05","928"
"Odisha","2022-10-06","825"
"Odisha","2022-10-07","708"
"Odisha","2022-10-08","594"
"Odisha","2022-10-09","676"
"Odisha","2022-10-10","566"
"Odisha","2022-10-11","551"
"Odisha","2022-10-12","646"
"Odisha","2022-10-13","636"
"Odisha","2022-10-14","591"
"Odisha","2022-10-15","596"
"Odisha","2022-10-16","583"
"Odisha","2022-10-17","659"
"Odisha","2022-10-18","528"
"Odisha","2022-10-19","487"
"Odisha","2022-10-20","475"
"Odisha","2022-10-21","534"
"Odisha","2022-10-22","444"
"Odisha","2022-10-23","501"
"Odisha","2022-10-24","488"
"Odisha","2022-10-25","480"
"Odisha","2022-10-26","382"
"Odisha","2022-10-27","346"
"Odisha","2022-10-28","328"
"Odisha","2022-10-29","317"
"Odisha","2022-10-30","302"
"Odisha","2022-10-31","293"
"Odisha","2022-11-01","275"
"Odisha","2022-11-02","271"
"Odisha","2022-11-03","264"
"Odisha","2022-11-04","286"
"Odisha","2022-11-05","220"
"Odisha","2022-11-06","212"
"Odisha","2022-11-07","217"
"Odisha","2022-11-08","201"
"Odisha","2022-11-09","159"
"Odisha","2022-11-10","185"
"Odisha","2022-11-11","161"
"Odisha","2022-11-12","148"
"Odisha","2022-11-13","156"
"Odisha","2022-11-14","145"
"Odisha","2022-11-15","136"
"Odisha","2022-11-16","138"
"Odisha","2022-11-17","145"
"Odisha","2022-11-18","141"
"Odisha","2022-11-19","0"
"Odisha","2022-11-20","135"
"Odisha","2022-11-21","129"
"Odisha","2022-11-22","123"
"Odisha","2022-11-23","122"
"Odisha","2022-11-24","133"
"Odisha","2022-11-25","127"
"Odisha","2022-11-26","121"
"Odisha","2022-11-27","111"
"Odisha","2022-11-28","104"
"Odisha","2022-11-29","95"
"Odisha","2022-11-30","94"
"Odisha","2022-12-01","86"
"Odisha","2022-12-02","77"
"Odisha","2022-12-03","75"
"Odisha","2022-12-04","76"
"Odisha","2022-12-05","81"
"Odisha","2022-12-06","86"
"Odisha","2022-12-07","85"
"Odisha","2022-12-08","85"
"Odisha","2022-12-09","88"
"Odisha","2022-12-10","93"
"Odisha","2022-12-11","93"
"Odisha","2022-12-12","91"
"Odisha","2022-12-13","96"
"Odisha","2022-12-14","96"
"Odisha","2022-12-15","109"
"Odisha","2022-12-16","0"
"Odisha","2022-12-17","105"
"Odisha","2022-12-18","110"
"Odisha","2022-12-19","110"
"Odisha","2022-12-20","105"
"Odisha","2022-12-21","98"
"Odisha","2022-12-22","103"
"Odisha","2022-12-23","107"
"Odisha","2022-12-24","111"
"Odisha","2022-12-25","101"
"Odisha","2022-12-26","101"
"Odisha","2022-12-27","93"
"Odisha","2022-12-28","89"
"Odisha","2022-12-29","91"
"Odisha","2022-12-31","94"
"Odisha","2023-01-01","93"
"Odisha","2023-01-02","88"
"Odisha","2023-01-03","88"
"Odisha","2023-01-04","86"
"Odisha","2023-01-05","88"
"Odisha","2023-01-06","86"
"Odisha","2023-01-07","87"
"Odisha","2023-01-08","91"
"Odisha","2023-01-09","91"
"Odisha","2023-01-10","91"
"Odisha","2023-01-11","92"
"Odisha","2023-01-12","96"
"Odisha","2023-01-13","91"
"Odisha","2023-01-14","94"
"Odisha","2023-01-15","92"
"Odisha","2023-01-16","87"
"Odisha","2023-01-17","84"
"Odisha","2023-01-18","79"
"Odisha","2023-01-19","82"
"Odisha","2023-01-20","81"
"Odisha","2023-01-21","77"
"Odisha","2023-01-22","77"
"Odisha","2023-01-23","71"
"Odisha","2023-01-24","74"
"Odisha","2023-01-25","80"
"Odisha","2023-01-26","81"
"Odisha","2023-01-27","83"
"Odisha","2023-01-28","87"
"Odisha","2023-01-29","82"
"Odisha","2023-01-30","78"
"Odisha","2023-01-31","0"
"Odisha","2023-02-01","84"
"Puducherry","2020-03-10","0"
"Puducherry","2020-03-11","0"
"Puducherry","2020-03-12","0"
"Puducherry","2020-03-13","0"
"Puducherry","2020-03-14","0"
"Puducherry","2020-03-15","0"
"Puducherry","2020-03-16","0"
"Puducherry","2020-03-17","0"
"Puducherry","2020-03-18","1"
"Puducherry","2020-03-19","1"
"Puducherry","2020-03-20","1"
"Puducherry","2020-03-21","1"
"Puducherry","2020-03-22","1"
"Puducherry","2020-03-23","1"
"Puducherry","2020-03-24","1"
"Puducherry","2020-03-25","1"
"Puducherry","2020-03-26","1"
"Puducherry","2020-03-27","1"
"Puducherry","2020-03-28","1"
"Puducherry","2020-03-29","1"
"Puducherry","2020-03-30","1"
"Puducherry","2020-03-31","1"
"Puducherry","2020-04-01","2"
"Puducherry","2020-04-02","2"
"Puducherry","2020-04-03","4"
"Puducherry","2020-04-04","4"
"Puducherry","2020-04-05","4"
"Puducherry","2020-04-06","4"
"Puducherry","2020-04-07","4"
"Puducherry","2020-04-08","4"
"Puducherry","2020-04-09","4"
"Puducherry","2020-04-10","4"
"Puducherry","2020-04-11","6"
"Puducherry","2020-04-12","6"
"Puducherry","2020-04-13","6"
"Puducherry","2020-04-14","6"
"Puducherry","2020-04-15","6"
"Puducherry","2020-04-16","6"
"Puducherry","2020-04-17","6"
"Puducherry","2020-04-18","4"
"Puducherry","2020-04-19","4"
"Puducherry","2020-04-20","4"
"Puducherry","2020-04-21","4"
"Puducherry","2020-04-22","4"
"Puducherry","2020-04-23","4"
"Puducherry","2020-04-24","4"
"Puducherry","2020-04-25","4"
"Puducherry","2020-04-26","4"
"Puducherry","2020-04-27","5"
"Puducherry","2020-04-28","5"
"Puducherry","2020-04-29","5"
"Puducherry","2020-04-30","3"
"Puducherry","2020-05-01","3"
"Puducherry","2020-05-02","3"
"Puducherry","2020-05-03","3"
"Puducherry","2020-05-04","3"
"Puducherry","2020-05-05","3"
"Puducherry","2020-05-06","3"
"Puducherry","2020-05-07","3"
"Puducherry","2020-05-08","3"
"Puducherry","2020-05-09","3"
"Puducherry","2020-05-10","3"
"Puducherry","2020-05-11","3"
"Puducherry","2020-05-12","6"
"Puducherry","2020-05-13","3"
"Puducherry","2020-05-14","3"
"Puducherry","2020-05-15","3"
"Puducherry","2020-05-16","3"
"Puducherry","2020-05-17","3"
"Puducherry","2020-05-18","3"
"Puducherry","2020-05-19","8"
"Puducherry","2020-05-20","8"
"Puducherry","2020-05-21","9"
"Puducherry","2020-05-22","10"
"Puducherry","2020-05-23","16"
"Puducherry","2020-05-24","16"
"Puducherry","2020-05-25","29"
"Puducherry","2020-05-26","29"
"Puducherry","2020-05-27","34"
"Puducherry","2020-05-28","34"
"Puducherry","2020-05-29","37"
"Puducherry","2020-05-30","37"
"Puducherry","2020-05-31","37"
"Puducherry","2020-06-01","45"
"Puducherry","2020-06-02","49"
"Puducherry","2020-06-03","57"
"Puducherry","2020-06-04","57"
"Puducherry","2020-06-05","57"
"Puducherry","2020-06-06","63"
"Puducherry","2020-06-07","63"
"Puducherry","2020-06-08","63"
"Puducherry","2020-06-09","75"
"Puducherry","2020-06-10","75"
"Puducherry","2020-06-11","74"
"Puducherry","2020-06-12","88"
"Puducherry","2020-06-13","88"
"Puducherry","2020-06-14","92"
"Puducherry","2020-06-15","98"
"Puducherry","2020-06-16","102"
"Puducherry","2020-06-17","111"
"Puducherry","2020-06-18","129"
"Puducherry","2020-06-19","155"
"Puducherry","2020-06-20","161"
"Puducherry","2020-06-21","161"
"Puducherry","2020-06-22","218"
"Puducherry","2020-06-23","226"
"Puducherry","2020-06-24","228"
"Puducherry","2020-06-25","276"
"Puducherry","2020-06-26","306"
"Puducherry","2020-06-27","306"
"Puducherry","2020-06-28","388"
"Puducherry","2020-06-29","388"
"Puducherry","2020-06-30","388"
"Puducherry","2020-07-01","430"
"Puducherry","2020-07-02","430"
"Puducherry","2020-07-03","459"
"Puducherry","2020-07-04","459"
"Puducherry","2020-07-05","459"
"Puducherry","2020-07-06","459"
"Puducherry","2020-07-07","459"
"Puducherry","2020-07-08","482"
"Puducherry","2020-07-09","514"
"Puducherry","2020-07-10","553"
"Puducherry","2020-07-11","618"
"Puducherry","2020-07-12","629"
"Puducherry","2020-07-13","661"
"Puducherry","2020-07-14","665"
"Puducherry","2020-07-15","684"
"Puducherry","2020-07-16","686"
"Puducherry","2020-07-17","774"
"Puducherry","2020-07-18","793"
"Puducherry","2020-07-19","800"
"Puducherry","2020-07-20","817"
"Puducherry","2020-07-21","798"
"Puducherry","2020-07-22","831"
"Puducherry","2020-07-23","900"
"Puducherry","2020-07-24","986"
"Puducherry","2020-07-25","997"
"Puducherry","2020-07-26","1055"
"Puducherry","2020-07-27","1101"
"Puducherry","2020-07-28","1109"
"Puducherry","2020-07-29","1182"
"Puducherry","2020-07-30","1256"
"Puducherry","2020-07-31","1292"
"Puducherry","2020-08-01","1323"
"Puducherry","2020-08-02","1357"
"Puducherry","2020-08-03","1445"
"Puducherry","2020-08-04","1515"
"Puducherry","2020-08-05","1552"
"Puducherry","2020-08-06","1700"
"Puducherry","2020-08-07","1743"
"Puducherry","2020-08-08","1873"
"Puducherry","2020-08-09","1989"
"Puducherry","2020-08-10","2094"
"Puducherry","2020-08-11","2180"
"Puducherry","2020-08-12","2277"
"Puducherry","2020-08-13","2609"
"Puducherry","2020-08-14","2750"
"Puducherry","2020-08-15","2880"
"Puducherry","2020-08-16","3024"
"Puducherry","2020-08-17","3179"
"Puducherry","2020-08-18","3288"
"Puducherry","2020-08-19","3364"
"Puducherry","2020-08-20","3309"
"Puducherry","2020-08-21","3521"
"Puducherry","2020-08-22","3517"
"Puducherry","2020-08-23","3654"
"Puducherry","2020-08-24","3706"
"Puducherry","2020-08-25","3753"
"Puducherry","2020-08-26","3981"
"Puducherry","2020-08-27","4264"
"Puducherry","2020-08-28","4483"
"Puducherry","2020-08-29","4745"
"Puducherry","2020-08-30","4834"
"Puducherry","2020-08-31","4938"
"Puducherry","2020-09-01","4849"
"Puducherry","2020-09-02","4851"
"Puducherry","2020-09-03","4936"
"Puducherry","2020-09-04","5042"
"Puducherry","2020-09-05","5210"
"Puducherry","2020-09-06","5161"
"Puducherry","2020-09-07","5086"
"Puducherry","2020-09-08","4856"
"Puducherry","2020-09-09","4831"
"Puducherry","2020-09-10","4770"
"Puducherry","2020-09-11","4794"
"Puducherry","2020-09-12","4878"
"Puducherry","2020-09-13","4847"
"Puducherry","2020-09-14","4878"
"Puducherry","2020-09-15","4805"
"Puducherry","2020-09-16","4674"
"Puducherry","2020-09-17","4770"
"Puducherry","2020-09-18","4744"
"Puducherry","2020-09-19","4736"
"Puducherry","2020-09-20","4785"
"Puducherry","2020-09-21","4908"
"Puducherry","2020-09-22","4659"
"Puducherry","2020-09-23","4757"
"Puducherry","2020-09-24","4853"
"Puducherry","2020-09-25","5097"
"Puducherry","2020-09-26","5214"
"Puducherry","2020-09-27","5327"
"Puducherry","2020-09-28","5239"
"Puducherry","2020-09-29","5014"
"Puducherry","2020-09-30","4933"
"Puducherry","2020-10-01","4949"
"Puducherry","2020-10-02","4994"
"Puducherry","2020-10-03","5054"
"Puducherry","2020-10-04","4874"
"Puducherry","2020-10-05","4787"
"Puducherry","2020-10-06","4513"
"Puducherry","2020-10-07","4522"
"Puducherry","2020-10-08","4680"
"Puducherry","2020-10-09","4727"
"Puducherry","2020-10-10","4803"
"Puducherry","2020-10-11","4719"
"Puducherry","2020-10-12","4695"
"Puducherry","2020-10-13","4617"
"Puducherry","2020-10-14","4572"
"Puducherry","2020-10-15","4525"
"Puducherry","2020-10-16","4551"
"Puducherry","2020-10-17","4524"
"Puducherry","2020-10-18","4420"
"Puducherry","2020-10-19","4277"
"Puducherry","2020-10-20","4152"
"Puducherry","2020-10-21","4101"
"Puducherry","2020-10-22","4026"
"Puducherry","2020-10-23","4039"
"Puducherry","2020-10-24","3975"
"Puducherry","2020-10-25","3912"
"Puducherry","2020-10-26","3804"
"Puducherry","2020-10-27","3758"
"Puducherry","2020-10-28","3741"
"Puducherry","2020-10-29","3686"
"Puducherry","2020-10-30","3720"
"Puducherry","2020-10-31","3739"
"Puducherry","2020-11-01","3697"
"Puducherry","2020-11-02","3169"
"Puducherry","2020-11-03","2756"
"Puducherry","2020-11-04","2445"
"Puducherry","2020-11-05","2129"
"Puducherry","2020-11-06","1830"
"Puducherry","2020-11-07","1640"
"Puducherry","2020-11-08","1212"
"Puducherry","2020-11-09","1170"
"Puducherry","2020-11-10","1086"
"Puducherry","2020-11-11","1071"
"Puducherry","2020-11-12","1077"
"Puducherry","2020-11-13","1071"
"Puducherry","2020-11-14","1073"
"Puducherry","2020-11-15","1054"
"Puducherry","2020-11-16","984"
"Puducherry","2020-11-17","902"
"Puducherry","2020-11-18","843"
"Puducherry","2020-11-19","705"
"Puducherry","2020-11-20","670"
"Puducherry","2020-11-21","621"
"Puducherry","2020-11-22","602"
"Puducherry","2020-11-23","559"
"Puducherry","2020-11-24","527"
"Puducherry","2020-11-25","489"
"Puducherry","2020-11-26","540"
"Puducherry","2020-11-27","544"
"Puducherry","2020-11-28","514"
"Puducherry","2020-11-29","519"
"Puducherry","2020-11-30","480"
"Puducherry","2020-12-01","460"
"Puducherry","2020-12-02","439"
"Puducherry","2020-12-03","432"
"Puducherry","2020-12-04","444"
"Puducherry","2020-12-05","427"
"Puducherry","2020-12-06","419"
"Puducherry","2020-12-07","372"
"Puducherry","2020-12-08","392"
"Puducherry","2020-12-09","388"
"Puducherry","2020-12-10","370"
"Puducherry","2020-12-11","374"
"Puducherry","2020-12-12","367"
"Puducherry","2020-12-13","346"
"Puducherry","2020-12-14","337"
"Puducherry","2020-12-15","307"
"Puducherry","2020-12-16","297"
"Puducherry","2020-12-17","299"
"Puducherry","2020-12-18","307"
"Puducherry","2020-12-19","316"
"Puducherry","2020-12-20","339"
"Puducherry","2020-12-21","345"
"Puducherry","2020-12-22","332"
"Puducherry","2020-12-23","360"
"Puducherry","2020-12-24","350"
"Puducherry","2020-12-25","364"
"Puducherry","2020-12-26","349"
"Puducherry","2020-12-27","355"
"Puducherry","2020-12-28","359"
"Puducherry","2020-12-29","357"
"Puducherry","2020-12-30","363"
"Puducherry","2020-12-31","363"
"Puducherry","2021-01-01","384"
"Puducherry","2021-01-02","366"
"Puducherry","2021-01-03","346"
"Puducherry","2021-01-04","358"
"Puducherry","2021-01-05","357"
"Puducherry","2021-01-06","373"
"Puducherry","2021-01-07","372"
"Puducherry","2021-01-08","359"
"Puducherry","2021-01-09","343"
"Puducherry","2021-01-10","328"
"Puducherry","2021-01-11","316"
"Puducherry","2021-01-12","304"
"Puducherry","2021-01-13","293"
"Puducherry","2021-01-14","278"
"Puducherry","2021-01-15","298"
"Puducherry","2021-01-16","294"
"Puducherry","2021-01-17","286"
"Puducherry","2021-01-18","284"
"Puducherry","2021-01-19","286"
"Puducherry","2021-01-20","297"
"Puducherry","2021-01-21","296"
"Puducherry","2021-01-22","299"
"Puducherry","2021-01-23","294"
"Puducherry","2021-01-24","302"
"Puducherry","2021-01-25","288"
"Puducherry","2021-01-26","280"
"Puducherry","2021-01-27","295"
"Puducherry","2021-01-28","282"
"Puducherry","2021-01-29","291"
"Puducherry","2021-01-30","295"
"Puducherry","2021-01-31","306"
"Puducherry","2021-02-01","285"
"Puducherry","2021-02-02","285"
"Puducherry","2021-02-03","286"
"Puducherry","2021-02-04","279"
"Puducherry","2021-02-05","293"
"Puducherry","2021-02-06","314"
"Puducherry","2021-02-07","317"
"Puducherry","2021-02-08","312"
"Puducherry","2021-02-09","309"
"Puducherry","2021-02-10","307"
"Puducherry","2021-02-11","293"
"Puducherry","2021-02-12","296"
"Puducherry","2021-02-13","284"
"Puducherry","2021-02-14","284"
"Puducherry","2021-02-15","258"
"Puducherry","2021-02-16","236"
"Puducherry","2021-02-17","213"
"Puducherry","2021-02-18","202"
"Puducherry","2021-02-19","199"
"Puducherry","2021-02-20","177"
"Puducherry","2021-02-21","188"
"Puducherry","2021-02-22","192"
"Puducherry","2021-02-23","174"
"Puducherry","2021-02-24","179"
"Puducherry","2021-02-25","189"
"Puducherry","2021-02-26","196"
"Puducherry","2021-02-27","194"
"Puducherry","2021-02-28","197"
"Puducherry","2021-03-01","185"
"Puducherry","2021-03-02","177"
"Puducherry","2021-03-03","174"
"Puducherry","2021-03-04","168"
"Puducherry","2021-03-05","166"
"Puducherry","2021-03-06","176"
"Puducherry","2021-03-07","173"
"Puducherry","2021-03-08","176"
"Puducherry","2021-03-09","171"
"Puducherry","2021-03-10","178"
"Puducherry","2021-03-11","178"
"Puducherry","2021-03-12","179"
"Puducherry","2021-03-13","186"
"Puducherry","2021-03-14","191"
"Puducherry","2021-03-15","190"
"Puducherry","2021-03-16","186"
"Puducherry","2021-03-17","180"
"Puducherry","2021-03-18","214"
"Puducherry","2021-03-19","6"
"Puducherry","2021-03-20","67"
"Puducherry","2021-03-21","127"
"Puducherry","2021-03-22","190"
"Puducherry","2021-03-23","236"
"Puducherry","2021-03-24","322"
"Puducherry","2021-03-25","445"
"Puducherry","2021-03-26","540"
"Puducherry","2021-03-27","636"
"Puducherry","2021-03-28","763"
"Puducherry","2021-03-29","900"
"Puducherry","2021-03-30","991"
"Puducherry","2021-03-31","1011"
"Puducherry","2021-04-01","1074"
"Puducherry","2021-04-02","1290"
"Puducherry","2021-04-03","1420"
"Puducherry","2021-04-04","1474"
"Puducherry","2021-04-05","1592"
"Puducherry","2021-04-06","1677"
"Puducherry","2021-04-07","1773"
"Puducherry","2021-04-08","1820"
"Puducherry","2021-04-09","2000"
"Puducherry","2021-04-10","2084"
"Puducherry","2021-04-11","2218"
"Puducherry","2021-04-12","2316"
"Puducherry","2021-04-13","2594"
"Puducherry","2021-04-14","2800"
"Puducherry","2021-04-15","3032"
"Puducherry","2021-04-16","3268"
"Puducherry","2021-04-17","3576"
"Puducherry","2021-04-18","4090"
"Puducherry","2021-04-19","4468"
"Puducherry","2021-04-20","4692"
"Puducherry","2021-04-21","5073"
"Puducherry","2021-04-22","5404"
"Puducherry","2021-04-23","5923"
"Puducherry","2021-04-24","6330"
"Puducherry","2021-04-25","6767"
"Puducherry","2021-04-26","7288"
"Puducherry","2021-04-27","7510"
"Puducherry","2021-04-28","7828"
"Puducherry","2021-04-29","8444"
"Puducherry","2021-04-30","8989"
"Puducherry","2021-05-01","9519"
"Puducherry","2021-05-02","10263"
"Puducherry","2021-05-03","10620"
"Puducherry","2021-05-04","10614"
"Puducherry","2021-05-05","10849"
"Puducherry","2021-05-06","11717"
"Puducherry","2021-05-07","12430"
"Puducherry","2021-05-08","13078"
"Puducherry","2021-05-09","13585"
"Puducherry","2021-05-10","14034"
"Puducherry","2021-05-11","14169"
"Puducherry","2021-05-12","14829"
"Puducherry","2021-05-13","15562"
"Puducherry","2021-05-14","16568"
"Puducherry","2021-05-15","17424"
"Puducherry","2021-05-16","17228"
"Puducherry","2021-05-17","17666"
"Puducherry","2021-05-18","17383"
"Puducherry","2021-05-19","17477"
"Puducherry","2021-05-20","17652"
"Puducherry","2021-05-21","18277"
"Puducherry","2021-05-22","17936"
"Puducherry","2021-05-23","17340"
"Puducherry","2021-05-24","16851"
"Puducherry","2021-05-25","15835"
"Puducherry","2021-05-26","15475"
"Puducherry","2021-05-27","14842"
"Puducherry","2021-05-28","14473"
"Puducherry","2021-05-29","13896"
"Puducherry","2021-05-30","13153"
"Puducherry","2021-05-31","12167"
"Puducherry","2021-06-01","11147"
"Puducherry","2021-06-02","10709"
"Puducherry","2021-06-03","10166"
"Puducherry","2021-06-04","10015"
"Puducherry","2021-06-05","9494"
"Puducherry","2021-06-06","8783"
"Puducherry","2021-06-07","8270"
"Puducherry","2021-06-08","7546"
"Puducherry","2021-06-09","7147"
"Puducherry","2021-06-10","6853"
"Puducherry","2021-06-11","6705"
"Puducherry","2021-06-12","6156"
"Puducherry","2021-06-13","5745"
"Puducherry","2021-06-14","5331"
"Puducherry","2021-06-15","4947"
"Puducherry","2021-06-16","4668"
"Puducherry","2021-06-17","4495"
"Puducherry","2021-06-18","4333"
"Puducherry","2021-06-19","4125"
"Puducherry","2021-06-20","3793"
"Puducherry","2021-06-21","3562"
"Puducherry","2021-06-22","3364"
"Puducherry","2021-06-23","3214"
"Puducherry","2021-06-24","3058"
"Puducherry","2021-06-25","3077"
"Puducherry","2021-06-26","2970"
"Puducherry","2021-06-27","2775"
"Puducherry","2021-06-28","2672"
"Puducherry","2021-06-29","2479"
"Puducherry","2021-06-30","2345"
"Puducherry","2021-07-01","2354"
"Puducherry","2021-07-02","2341"
"Puducherry","2021-07-03","2232"
"Puducherry","2021-07-04","2107"
"Puducherry","2021-07-05","2006"
"Puducherry","2021-07-06","1871"
"Puducherry","2021-07-07","1791"
"Puducherry","2021-07-08","1753"
"Puducherry","2021-07-09","1762"
"Puducherry","2021-07-10","1695"
"Puducherry","2021-07-11","1573"
"Puducherry","2021-07-12","1505"
"Puducherry","2021-07-13","1413"
"Puducherry","2021-07-14","1384"
"Puducherry","2021-07-15","1327"
"Puducherry","2021-07-16","1307"
"Puducherry","2021-07-17","1248"
"Puducherry","2021-07-18","1170"
"Puducherry","2021-07-19","1124"
"Puducherry","2021-07-20","1041"
"Puducherry","2021-07-21","988"
"Puducherry","2021-07-22","961"
"Puducherry","2021-07-23","955"
"Puducherry","2021-07-24","918"
"Puducherry","2021-07-25","922"
"Puducherry","2021-07-26","922"
"Puducherry","2021-07-27","909"
"Puducherry","2021-07-28","923"
"Puducherry","2021-07-29","923"
"Puducherry","2021-07-30","972"
"Puducherry","2021-07-31","979"
"Puducherry","2021-08-01","962"
"Puducherry","2021-08-02","982"
"Puducherry","2021-08-03","944"
"Puducherry","2021-08-04","885"
"Puducherry","2021-08-05","907"
"Puducherry","2021-08-06","888"
"Puducherry","2021-08-07","872"
"Puducherry","2021-08-08","882"
"Puducherry","2021-08-09","849"
"Puducherry","2021-08-10","834"
"Puducherry","2021-08-11","851"
"Puducherry","2021-08-12","866"
"Puducherry","2021-08-13","914"
"Puducherry","2021-08-14","944"
"Puducherry","2021-08-15","936"
"Puducherry","2021-08-16","929"
"Puducherry","2021-08-17","892"
"Puducherry","2021-08-18","856"
"Puducherry","2021-08-19","933"
"Puducherry","2021-08-20","971"
"Puducherry","2021-08-21","963"
"Puducherry","2021-08-22","908"
"Puducherry","2021-08-23","847"
"Puducherry","2021-08-24","796"
"Puducherry","2021-08-25","765"
"Puducherry","2021-08-26","760"
"Puducherry","2021-08-27","767"
"Puducherry","2021-08-28","768"
"Puducherry","2021-08-29","698"
"Puducherry","2021-08-30","692"
"Puducherry","2021-08-31","667"
"Puducherry","2021-09-01","715"
