DISTRICTCODE,Date,TINF,TREC,TDEC,,,,,,,,
103,17/05/2020,194,178,0,,,,,,,,
103,18/05/2020,196,178,0,,,,,,,,
103,20/05/2020,197,179,0,,,,,,,,
103,21/05/2020,198,179,0,,,,,,,,
103,22/05/2020,205,179,0,,,,,,,,
103,23/05/2020,209,180,0,,,,,,,,
103,24/05/2020,214,182,0,,,,,,,,
103,25/05/2020,228,188,0,,,,,,,,
103,26/05/2020,231,190,0,,,,,,,,
103,27/05/2020,241,192,0,,,,,,,,
103,28/05/2020,259,192,0,,,,,,,,
103,29/05/2020,263,193,0,,,,,,,,
103,30/05/2020,266,193,0,,,,,,,,
103,31/05/2020,276,194,0,,,,,,,,
103,01/06/2020,290,194,0,,,,,,,,
103,02/06/2020,299,201,0,,,,,,,,
103,03/06/2020,302,205,0,,,,,,,,
103,04/06/2020,314,205,0,,,,,,,,
103,05/06/2020,315,212,0,,,,,,,,
103,06/06/2020,325,213,0,,,,,,,,
103,07/06/2020,328,219,0,,,,,,,,
103,08/06/2020,336,226,0,,,,,,,,
103,09/06/2020,338,226,0,,,,,,,,
103,10/06/2020,338,237,0,,,,,,,,
103,11/06/2020,348,242,0,,,,,,,,
103,12/06/2020,352,244,0,,,,,,,,
103,13/06/2020,361,250,0,,,,,,,,
103,14/06/2020,367,251,0,,,,,,,,
103,15/06/2020,370,255,0,,,,,,,,
103,16/06/2020,372,263,0,,,,,,,,
103,17/06/2020,381,263,0,,,,,,,,
103,18/06/2020,384,274,0,,,,,,,,
103,19/06/2020,388,278,0,,,,,,,,
103,20/06/2020,395,280,0,,,,,,,,
103,21/06/2020,401,282,0,,,,,,,,
103,22/06/2020,410,291,0,,,,,,,,
103,24/06/2020,416,291,0,,,,,,,,
103,25/06/2020,420,299,0,,,,,,,,
103,26/06/2020,422,300,0,,,,,,,,
103,27/06/2020,433,305,0,,,,,,,,
103,28/06/2020,439,310,0,,,,,,,,
103,29/06/2020,443,312,0,,,,,,,,
103,30/06/2020,451,316,0,,,,,,,,
103,01/07/2020,461,333,0,,,,,,,,
103,02/07/2020,466,364,0,,,,,,,,
103,03/07/2020,473,376,0,,,,,,,,
103,04/07/2020,487,382,0,,,,,,,,
103,05/07/2020,515,382,0,,,,,,,,
103,06/07/2020,521,394,0,,,,,,,,
103,07/07/2020,534,394,0,,,,,,,,
103,08/07/2020,538,401,0,,,,,,,,
103,09/07/2020,549,415,0,,,,,,,,
103,10/07/2020,566,418,0,,,,,,,,
103,11/07/2020,584,418,0,,,,,,,,
103,12/07/2020,640,426,0,,,,,,,,
103,13/07/2020,649,432,0,,,,,,,,
103,14/07/2020,693,437,0,,,,,,,,
103,15/07/2020,767,458,0,,,,,,,,
103,16/07/2020,785,481,0,,,,,,,,
103,17/07/2020,817,490,0,,,,,,,,
103,18/07/2020,846,499,0,,,,,,,,
103,19/07/2020,903,511,1,,,,,,,,
103,20/07/2020,931,521,1,,,,,,,,
103,21/07/2020,971,527,1,,,,,,,,
103,22/07/2020,1072,570,1,,,,,,,,
103,23/07/2020,1119,606,1,,,,,,,,
103,24/07/2020,1225,674,3,,,,,,,,
103,25/07/2020,1330,697,4,,,,,,,,
103,26/07/2020,1437,731,4,,,,,,,,
103,27/07/2020,1475,784,4,,,,,,,,
103,28/07/2020,1513,820,5,,,,,,,,
103,29/07/2020,1562,856,5,,,,,,,,
103,30/07/2020,1590,860,5,,,,,,,,
103,31/07/2020,1642,989,5,,,,,,,,
103,01/08/2020,1795,1017,6,,,,,,,,
103,02/08/2020,1908,1047,6,,,,,,,,
103,03/08/2020,1974,1097,6,,,,,,,,
103,04/08/2020,2065,1122,6,,,,,,,,
103,05/08/2020,2193,1227,7,,,,,,,,
103,06/08/2020,2346,1288,9,,,,,,,,
103,07/08/2020,2514,1411,9,,,,,,,,
103,08/08/2020,2587,1444,10,,,,,,,,
103,09/08/2020,2643,1559,11,,,,,,,,
103,10/08/2020,2789,1570,12,,,,,,,,
103,11/08/2020,2936,1836,12,,,,,,,,
103,12/08/2020,3004,1875,14,,,,,,,,
103,13/08/2020,3083,1903,14,,,,,,,,
103,14/08/2020,3132,1954,14,,,,,,,,
103,15/08/2020,3213,1957,15,,,,,,,,
103,16/08/2020,3261,2160,15,,,,,,,,
103,17/08/2020,3358,2330,20,,,,,,,,
103,18/08/2020,3400,2455,20,,,,,,,,
103,19/08/2020,3574,2536,20,,,,,,,,
103,20/08/2020,3665,2690,20,,,,,,,,
103,21/08/2020,3770,2724,20,,,,,,,,
103,22/08/2020,3889,2764,20,,,,,,,,
103,23/08/2020,3974,2808,20,,,,,,,,
103,24/08/2020,4092,2891,23,,,,,,,,
103,25/08/2020,4191,2986,23,,,,,,,,
103,26/08/2020,4292,3026,23,,,,,,,,
103,27/08/2020,4523,3110,23,,,,,,,,
103,28/08/2020,4680,3303,23,,,,,,,,
103,29/08/2020,4878,3348,24,,,,,,,,
103,30/08/2020,5037,3459,25,,,,,,,,
103,31/08/2020,5140,3515,25,,,,,,,,
103,01/09/2020,5155,3602,27,,,,,,,,
103,02/09/2020,5243,3752,28,,,,,,,,
103,03/09/2020,5376,3919,28,,,,,,,,
103,04/09/2020,5612,3991,29,,,,,,,,
103,05/09/2020,5888,4069,30,,,,,,,,
103,06/09/2020,6106,4179,31,,,,,,,,
103,07/09/2020,6240,4274,31,,,,,,,,
103,08/09/2020,6406,4366,31,,,,,,,,
103,09/09/2020,6676,4507,35,,,,,,,,
104,27/03/2020,1,0,0,,,,,,,,
104,28/03/2020,2,0,0,,,,,,,,
104,31/03/2020,3,0,0,,,,,,,,
104,02/04/2020,5,0,0,,,,,,,,
104,04/04/2020,6,0,0,,,,,,,,
104,06/04/2020,7,1,0,,,,,,,,
104,07/04/2020,8,1,0,,,,,,,,
104,08/04/2020,8,2,0,,,,,,,,
104,09/04/2020,9,2,0,,,,,,,,
104,14/04/2020,9,3,0,,,,,,,,
104,15/04/2020,9,4,0,,,,,,,,
104,21/04/2020,10,4,0,,,,,,,,
104,23/04/2020,11,4,0,,,,,,,,
104,24/04/2020,11,5,0,,,,,,,,
104,25/04/2020,14,5,0,,,,,,,,
104,29/04/2020,20,5,0,,,,,,,,
104,30/04/2020,20,8,0,,,,,,,,
104,04/05/2020,20,17,0,,,,,,,,
104,13/05/2020,20,18,0,,,,,,,,
104,14/05/2020,20,20,0,,,,,,,,
104,15/05/2020,21,20,0,,,,,,,,
104,17/05/2020,22,20,0,,,,,,,,
104,18/05/2020,27,20,0,,,,,,,,
104,21/05/2020,29,20,0,,,,,,,,
104,22/05/2020,30,20,0,,,,,,,,
104,23/05/2020,33,21,0,,,,,,,,
104,24/05/2020,36,21,0,,,,,,,,
104,25/05/2020,38,23,0,,,,,,,,
104,26/05/2020,42,23,0,,,,,,,,
104,27/05/2020,46,23,0,,,,,,,,
104,28/05/2020,47,23,0,,,,,,,,
104,29/05/2020,49,23,0,,,,,,,,
104,30/05/2020,53,23,0,,,,,,,,
104,31/05/2020,59,23,0,,,,,,,,
104,01/06/2020,64,23,0,,,,,,,,
104,02/06/2020,72,23,0,,,,,,,,
104,03/06/2020,77,25,0,,,,,,,,
104,04/06/2020,88,25,1,,,,,,,,
104,05/06/2020,90,25,1,,,,,,,,
104,06/06/2020,109,27,1,,,,,,,,
104,07/06/2020,118,30,1,,,,,,,,
104,08/06/2020,123,30,1,,,,,,,,
104,09/06/2020,128,33,1,,,,,,,,
104,10/06/2020,132,37,1,,,,,,,,
104,11/06/2020,140,39,1,,,,,,,,
104,12/06/2020,144,46,1,,,,,,,,
104,14/06/2020,145,46,1,,,,,,,,
104,15/06/2020,149,57,1,,,,,,,,
104,16/06/2020,153,58,1,,,,,,,,
104,17/06/2020,167,62,1,,,,,,,,
104,18/06/2020,180,70,1,,,,,,,,
104,19/06/2020,197,84,1,,,,,,,,
104,20/06/2020,221,86,1,,,,,,,,
104,21/06/2020,234,86,1,,,,,,,,
104,22/06/2020,247,86,1,,,,,,,,
104,23/06/2020,251,90,2,,,,,,,,
104,24/06/2020,269,91,2,,,,,,,,
104,25/06/2020,282,91,2,,,,,,,,
104,26/06/2020,298,101,2,,,,,,,,
104,27/06/2020,310,116,2,,,,,,,,
104,28/06/2020,320,116,2,,,,,,,,
104,29/06/2020,331,135,2,,,,,,,,
104,30/06/2020,343,135,2,,,,,,,,
104,01/07/2020,346,156,2,,,,,,,,
104,02/07/2020,355,156,2,,,,,,,,
104,03/07/2020,378,156,2,,,,,,,,
104,04/07/2020,394,197,2,,,,,,,,
104,05/07/2020,404,228,2,,,,,,,,
104,06/07/2020,415,238,2,,,,,,,,
104,07/07/2020,426,244,2,,,,,,,,
104,08/07/2020,434,267,2,,,,,,,,
104,09/07/2020,444,276,2,,,,,,,,
104,10/07/2020,472,276,2,,,,,,,,
104,11/07/2020,490,302,2,,,,,,,,
104,12/07/2020,495,302,2,,,,,,,,
104,13/07/2020,528,312,3,,,,,,,,
104,14/07/2020,551,316,3,,,,,,,,
104,15/07/2020,562,325,3,,,,,,,,
104,16/07/2020,604,342,3,,,,,,,,
104,17/07/2020,651,350,3,,,,,,,,
104,18/07/2020,704,351,3,,,,,,,,
104,19/07/2020,779,355,3,,,,,,,,
104,20/07/2020,858,356,3,,,,,,,,
104,21/07/2020,943,367,3,,,,,,,,
104,22/07/2020,1076,380,3,,,,,,,,
104,23/07/2020,1182,411,4,,,,,,,,
104,24/07/2020,1315,465,4,,,,,,,,
104,25/07/2020,1395,515,4,,,,,,,,
104,26/07/2020,1469,585,4,,,,,,,,
104,27/07/2020,1491,642,4,,,,,,,,
104,28/07/2020,1586,712,4,,,,,,,,
104,29/07/2020,1670,858,4,,,,,,,,
104,30/07/2020,1692,941,4,,,,,,,,
104,31/07/2020,1745,1035,5,,,,,,,,
104,01/08/2020,1780,1088,6,,,,,,,,
104,02/08/2020,1849,1256,6,,,,,,,,
104,03/08/2020,1906,1296,6,,,,,,,,
104,04/08/2020,1936,1332,6,,,,,,,,
104,05/08/2020,1966,1381,7,,,,,,,,
104,06/08/2020,1997,1430,7,,,,,,,,
104,07/08/2020,2033,1462,7,,,,,,,,
104,08/08/2020,2074,1553,8,,,,,,,,
104,09/08/2020,2180,1596,8,,,,,,,,
104,10/08/2020,2221,1633,9,,,,,,,,
104,11/08/2020,2246,1665,9,,,,,,,,
104,12/08/2020,2251,1692,9,,,,,,,,
104,13/08/2020,2325,1765,9,,,,,,,,
104,14/08/2020,2400,1791,9,,,,,,,,
104,15/08/2020,2491,1833,10,,,,,,,,
104,16/08/2020,2572,1888,11,,,,,,,,
104,17/08/2020,2620,1977,11,,,,,,,,
104,18/08/2020,2708,2031,11,,,,,,,,
104,19/08/2020,2785,2072,12,,,,,,,,
104,20/08/2020,2871,2102,12,,,,,,,,
104,21/08/2020,2953,2156,12,,,,,,,,
104,22/08/2020,3030,2221,12,,,,,,,,
104,23/08/2020,3163,2243,13,,,,,,,,
104,24/08/2020,3275,2296,15,,,,,,,,
104,25/08/2020,3362,2353,17,,,,,,,,
104,26/08/2020,3495,2411,17,,,,,,,,
104,27/08/2020,3671,2470,17,,,,,,,,
104,28/08/2020,3827,2563,17,,,,,,,,
104,29/08/2020,4061,2667,18,,,,,,,,
104,30/08/2020,4212,2720,19,,,,,,,,
104,31/08/2020,4343,2828,20,,,,,,,,
104,01/09/2020,4368,2895,20,,,,,,,,
104,02/09/2020,4449,2980,20,,,,,,,,
104,03/09/2020,4514,3061,20,,,,,,,,
104,04/09/2020,4762,3175,21,,,,,,,,
104,05/09/2020,4932,3309,25,,,,,,,,
104,06/09/2020,5260,3513,26,,,,,,,,
104,07/09/2020,5331,3644,26,,,,,,,,
104,08/09/2020,5540,3835,26,,,,,,,,
104,09/09/2020,5902,4158,26,,,,,,,,
105,10/03/2020,2,0,0,,,,,,,,
105,24/03/2020,3,0,0,,,,,,,,
105,28/03/2020,3,2,0,,,,,,,,
105,03/04/2020,3,3,0,,,,,,,,
105,22/04/2020,4,3,0,,,,,,,,
105,23/04/2020,6,3,0,,,,,,,,
105,25/04/2020,9,3,0,,,,,,,,
105,26/04/2020,14,3,0,,,,,,,,
105,27/04/2020,20,3,0,,,,,,,,
105,04/05/2020,20,15,0,,,,,,,,
105,06/05/2020,20,20,0,,,,,,,,
105,12/05/2020,21,20,0,,,,,,,,
105,13/05/2020,22,20,0,,,,,,,,
105,18/05/2020,24,20,0,,,,,,,,
105,21/05/2020,27,21,0,,,,,,,,
105,22/05/2020,29,21,0,,,,,,,,
105,23/05/2020,31,22,0,,,,,,,,
105,25/05/2020,33,22,0,,,,,,,,
105,26/05/2020,39,23,0,,,,,,,,
105,28/05/2020,42,23,0,,,,,,,,
105,29/05/2020,43,23,0,,,,,,,,
105,30/05/2020,44,24,0,,,,,,,,
105,01/06/2020,44,27,0,,,,,,,,
105,02/06/2020,50,34,0,,,,,,,,
105,03/06/2020,58,37,0,,,,,,,,
105,04/06/2020,63,37,0,,,,,,,,
105,05/06/2020,64,37,0,,,,,,,,
105,06/06/2020,66,37,0,,,,,,,,
105,07/06/2020,69,38,0,,,,,,,,
105,08/06/2020,72,38,0,,,,,,,,
105,09/06/2020,80,40,0,,,,,,,,
105,10/06/2020,83,42,0,,,,,,,,
105,11/06/2020,85,42,0,,,,,,,,
105,12/06/2020,88,43,0,,,,,,,,
105,13/06/2020,89,45,0,,,,,,,,
105,14/06/2020,92,47,0,,,,,,,,
105,15/06/2020,102,47,0,,,,,,,,
105,16/06/2020,106,50,0,,,,,,,,
105,17/06/2020,110,53,0,,,,,,,,
105,18/06/2020,121,55,0,,,,,,,,
105,19/06/2020,128,61,0,,,,,,,,
105,20/06/2020,139,61,0,,,,,,,,
105,21/06/2020,149,64,0,,,,,,,,
105,22/06/2020,162,68,0,,,,,,,,
105,23/06/2020,170,80,0,,,,,,,,
105,24/06/2020,177,83,0,,,,,,,,
105,25/06/2020,179,85,0,,,,,,,,
105,26/06/2020,197,87,0,,,,,,,,
105,27/06/2020,212,94,0,,,,,,,,
105,28/06/2020,217,100,0,,,,,,,,
105,29/06/2020,217,108,0,,,,,,,,
105,30/06/2020,220,114,0,,,,,,,,
105,01/07/2020,224,120,0,,,,,,,,
105,02/07/2020,233,121,0,,,,,,,,
105,03/07/2020,247,137,0,,,,,,,,
105,04/07/2020,253,147,0,,,,,,,,
105,05/07/2020,261,152,0,,,,,,,,
105,06/07/2020,267,163,0,,,,,,,,
105,07/07/2020,270,164,0,,,,,,,,
105,08/07/2020,287,164,0,,,,,,,,
105,09/07/2020,294,172,0,,,,,,,,
105,10/07/2020,301,181,0,,,,,,,,
105,11/07/2020,316,187,0,,,,,,,,
105,12/07/2020,328,188,0,,,,,,,,
105,13/07/2020,338,200,0,,,,,,,,
105,14/07/2020,363,205,0,,,,,,,,
105,15/07/2020,388,218,0,,,,,,,,
105,16/07/2020,401,225,0,,,,,,,,
105,17/07/2020,440,231,0,,,,,,,,
105,18/07/2020,456,237,0,,,,,,,,
105,19/07/2020,476,246,0,,,,,,,,
105,20/07/2020,522,263,0,,,,,,,,
105,21/07/2020,561,273,0,,,,,,,,
105,22/07/2020,612,285,0,,,,,,,,
105,23/07/2020,692,310,0,,,,,,,,
105,24/07/2020,742,384,0,,,,,,,,
105,25/07/2020,819,433,0,,,,,,,,
105,26/07/2020,873,470,0,,,,,,,,
105,27/07/2020,932,483,1,,,,,,,,
105,28/07/2020,1050,503,1,,,,,,,,
105,29/07/2020,1079,531,1,,,,,,,,
105,30/07/2020,1108,580,1,,,,,,,,
105,31/07/2020,1197,645,1,,,,,,,,
105,01/08/2020,1244,702,1,,,,,,,,
105,02/08/2020,1314,741,1,,,,,,,,
105,03/08/2020,1349,796,1,,,,,,,,
105,04/08/2020,1372,903,1,,,,,,,,
105,05/08/2020,1423,950,1,,,,,,,,
105,06/08/2020,1463,1004,1,,,,,,,,
105,07/08/2020,1500,1075,1,,,,,,,,
105,08/08/2020,1515,1135,1,,,,,,,,
105,09/08/2020,1654,1191,1,,,,,,,,
105,10/08/2020,1694,1246,1,,,,,,,,
105,11/08/2020,1718,1293,1,,,,,,,,
105,12/08/2020,1794,1316,2,,,,,,,,
105,13/08/2020,1847,1333,2,,,,,,,,
105,14/08/2020,1948,1381,2,,,,,,,,
105,15/08/2020,1987,1426,2,,,,,,,,
105,16/08/2020,2087,1487,2,,,,,,,,
105,17/08/2020,2176,1533,2,,,,,,,,
105,18/08/2020,2269,1581,2,,,,,,,,
105,19/08/2020,2472,1635,2,,,,,,,,
105,20/08/2020,2596,1664,2,,,,,,,,
105,21/08/2020,2732,1757,2,,,,,,,,
105,22/08/2020,2836,1849,2,,,,,,,,
105,23/08/2020,2942,1921,2,,,,,,,,
105,24/08/2020,3031,1984,3,,,,,,,,
105,25/08/2020,3117,2051,3,,,,,,,,
105,26/08/2020,3254,2110,3,,,,,,,,
105,27/08/2020,3443,2184,3,,,,,,,,
105,28/08/2020,3569,2266,3,,,,,,,,
105,29/08/2020,3708,2386,3,,,,,,,,
105,30/08/2020,3931,2458,3,,,,,,,,
105,31/08/2020,4017,2548,3,,,,,,,,
105,01/09/2020,4079,2663,3,,,,,,,,
105,02/09/2020,4224,2732,3,,,,,,,,
105,03/09/2020,4384,2849,3,,,,,,,,
105,04/09/2020,4562,2966,3,,,,,,,,
105,05/09/2020,4681,3087,3,,,,,,,,
105,06/09/2020,4876,3217,3,,,,,,,,
105,07/09/2020,5030,3332,3,,,,,,,,
105,08/09/2020,5198,3465,3,,,,,,,,
105,09/09/2020,5394,3556,3,,,,,,,,
106,22/03/2020,2,0,0,,,,,,,,
106,24/03/2020,4,0,0,,,,,,,,
106,25/03/2020,5,0,0,,,,,,,,
106,27/03/2020,6,0,0,,,,,,,,
106,01/04/2020,6,1,0,,,,,,,,
106,02/04/2020,7,1,0,,,,,,,,
106,03/04/2020,7,2,0,,,,,,,,
106,05/04/2020,12,3,0,,,,,,,,
106,08/04/2020,12,5,0,,,,,,,,
106,10/04/2020,12,6,0,,,,,,,,
106,11/04/2020,13,6,0,,,,,,,,
106,12/04/2020,13,7,0,,,,,,,,
106,14/04/2020,16,7,0,,,,,,,,
106,15/04/2020,16,9,0,,,,,,,,
106,16/04/2020,18,9,0,,,,,,,,
106,17/04/2020,19,9,0,,,,,,,,
106,18/04/2020,20,9,0,,,,,,,,
106,21/04/2020,20,11,0,,,,,,,,
106,22/04/2020,22,11,0,,,,,,,,
106,23/04/2020,24,11,0,,,,,,,,
106,25/04/2020,24,13,0,,,,,,,,
106,27/04/2020,24,17,0,,,,,,,,
106,29/04/2020,24,20,0,,,,,,,,
106,30/04/2020,24,21,0,,,,,,,,
106,04/05/2020,24,24,0,,,,,,,,
106,13/05/2020,25,24,0,,,,,,,,
106,14/05/2020,26,24,0,,,,,,,,
106,15/05/2020,28,24,0,,,,,,,,
106,16/05/2020,31,24,0,,,,,,,,
106,17/05/2020,33,24,0,,,,,,,,
106,18/05/2020,35,24,0,,,,,,,,
106,20/05/2020,36,24,0,,,,,,,,
106,21/05/2020,36,25,0,,,,,,,,
106,22/05/2020,41,25,0,,,,,,,,
106,23/05/2020,45,25,0,,,,,,,,
106,24/05/2020,46,25,0,,,,,,,,
106,25/05/2020,50,25,0,,,,,,,,
106,27/05/2020,52,25,0,,,,,,,,
106,28/05/2020,58,26,0,,,,,,,,
106,29/05/2020,60,28,0,,,,,,,,
106,30/05/2020,64,28,0,,,,,,,,
106,31/05/2020,66,32,0,,,,,,,,
106,01/06/2020,66,33,1,,,,,,,,
106,02/06/2020,71,33,1,,,,,,,,
106,03/06/2020,78,38,1,,,,,,,,
106,04/06/2020,88,43,1,,,,,,,,
106,05/06/2020,92,44,1,,,,,,,,
106,06/06/2020,96,51,1,,,,,,,,
106,07/06/2020,102,51,1,,,,,,,,
106,08/06/2020,115,51,1,,,,,,,,
106,09/06/2020,122,54,1,,,,,,,,
106,10/06/2020,132,57,1,,,,,,,,
106,11/06/2020,133,60,1,,,,,,,,
106,12/06/2020,137,62,1,,,,,,,,
106,13/06/2020,149,64,1,,,,,,,,
106,14/06/2020,157,65,1,,,,,,,,
106,15/06/2020,163,69,1,,,,,,,,
106,16/06/2020,167,69,1,,,,,,,,
106,17/06/2020,173,83,1,,,,,,,,
106,18/06/2020,178,84,1,,,,,,,,
106,19/06/2020,184,87,1,,,,,,,,
106,20/06/2020,196,98,1,,,,,,,,
106,21/06/2020,206,102,1,,,,,,,,
106,22/06/2020,211,110,1,,,,,,,,
106,23/06/2020,217,110,1,,,,,,,,
106,24/06/2020,220,145,1,,,,,,,,
106,25/06/2020,227,151,1,,,,,,,,
106,26/06/2020,234,162,1,,,,,,,,
106,27/06/2020,242,162,1,,,,,,,,
106,28/06/2020,249,168,1,,,,,,,,
106,29/06/2020,258,176,1,,,,,,,,
106,30/06/2020,262,178,1,,,,,,,,
106,01/07/2020,268,190,2,,,,,,,,
106,02/07/2020,275,190,2,,,,,,,,
106,03/07/2020,289,201,2,,,,,,,,
106,04/07/2020,297,202,2,,,,,,,,
106,05/07/2020,317,207,2,,,,,,,,
106,06/07/2020,332,212,2,,,,,,,,
106,07/07/2020,347,217,2,,,,,,,,
106,08/07/2020,362,223,2,,,,,,,,
106,09/07/2020,370,224,2,,,,,,,,
106,10/07/2020,382,224,2,,,,,,,,
106,11/07/2020,399,228,2,,,,,,,,
106,12/07/2020,403,246,2,,,,,,,,
106,13/07/2020,419,253,2,,,,,,,,
106,14/07/2020,477,272,2,,,,,,,,
106,15/07/2020,541,286,2,,,,,,,,
106,16/07/2020,574,296,2,,,,,,,,
106,17/07/2020,606,305,2,,,,,,,,
106,18/07/2020,632,314,2,,,,,,,,
106,19/07/2020,664,322,2,,,,,,,,
106,20/07/2020,756,328,2,,,,,,,,
106,21/07/2020,795,366,2,,,,,,,,
106,22/07/2020,820,380,2,,,,,,,,
106,23/07/2020,887,396,3,,,,,,,,
106,24/07/2020,969,462,3,,,,,,,,
106,25/07/2020,1079,524,5,,,,,,,,
106,26/07/2020,1136,532,5,,,,,,,,
106,27/07/2020,1204,573,6,,,,,,,,
106,28/07/2020,1271,586,6,,,,,,,,
106,29/07/2020,1338,616,6,,,,,,,,
106,30/07/2020,1380,673,7,,,,,,,,
106,31/07/2020,1464,748,7,,,,,,,,
106,01/08/2020,1559,797,8,,,,,,,,
106,02/08/2020,1609,890,8,,,,,,,,
106,03/08/2020,1642,916,8,,,,,,,,
106,04/08/2020,1739,960,9,,,,,,,,
106,05/08/2020,1778,1032,12,,,,,,,,
106,06/08/2020,1952,1048,12,,,,,,,,
106,07/08/2020,2101,1084,12,,,,,,,,
106,08/08/2020,2274,1194,13,,,,,,,,
106,09/08/2020,2343,1224,13,,,,,,,,
106,10/08/2020,2409,1295,14,,,,,,,,
106,11/08/2020,2567,1398,14,,,,,,,,
106,12/08/2020,2660,1520,14,,,,,,,,
106,13/08/2020,2758,1532,15,,,,,,,,
106,14/08/2020,2857,1643,15,,,,,,,,
106,15/08/2020,3008,1699,15,,,,,,,,
106,16/08/2020,3126,1742,15,,,,,,,,
106,17/08/2020,3172,1818,16,,,,,,,,
106,18/08/2020,3319,2013,18,,,,,,,,
106,19/08/2020,3397,2187,18,,,,,,,,
106,20/08/2020,3527,2444,19,,,,,,,,
106,21/08/2020,3685,2607,24,,,,,,,,
106,22/08/2020,3917,2627,24,,,,,,,,
106,23/08/2020,4036,2639,25,,,,,,,,
106,24/08/2020,4117,2769,25,,,,,,,,
106,25/08/2020,4377,2909,26,,,,,,,,
106,26/08/2020,4592,3059,26,,,,,,,,
106,27/08/2020,4830,3149,27,,,,,,,,
106,28/08/2020,5004,3255,27,,,,,,,,
106,29/08/2020,5156,3386,28,,,,,,,,
106,30/08/2020,5460,3496,29,,,,,,,,
106,31/08/2020,5577,3693,31,,,,,,,,
106,01/09/2020,5732,3933,31,,,,,,,,
106,02/09/2020,5936,4127,31,,,,,,,,
106,03/09/2020,6067,4313,31,,,,,,,,
106,04/09/2020,6234,4585,31,,,,,,,,
106,05/09/2020,6478,4778,31,,,,,,,,
106,06/09/2020,6742,5043,33,,,,,,,,
106,07/09/2020,6845,5321,36,,,,,,,,
106,08/09/2020,7091,5466,38,,,,,,,,
106,09/09/2020,7421,5554,38,,,,,,,,
107,16/03/2020,2,0,0,,,,,,,,
107,22/03/2020,4,0,0,,,,,,,,
107,24/03/2020,5,0,0,,,,,,,,
107,26/03/2020,8,0,0,,,,,,,,
107,28/03/2020,9,0,0,,,,,,,,
107,29/03/2020,10,0,0,,,,,,,,
107,01/04/2020,12,0,0,,,,,,,,
107,02/04/2020,13,1,0,,,,,,,,
107,05/04/2020,13,2,0,,,,,,,,
107,06/04/2020,15,2,0,,,,,,,,
107,07/04/2020,16,2,0,,,,,,,,
107,09/04/2020,18,4,0,,,,,,,,
107,10/04/2020,20,4,0,,,,,,,,
107,12/04/2020,20,10,0,,,,,,,,
107,14/04/2020,20,11,0,,,,,,,,
107,16/04/2020,20,12,0,,,,,,,,
107,17/04/2020,20,13,0,,,,,,,,
107,19/04/2020,20,14,0,,,,,,,,
107,21/04/2020,21,14,0,,,,,,,,
107,22/04/2020,22,14,0,,,,,,,,
107,23/04/2020,22,15,0,,,,,,,,
107,24/04/2020,22,18,1,,,,,,,,
107,26/04/2020,22,19,1,,,,,,,,
107,27/04/2020,23,20,1,,,,,,,,
107,30/04/2020,24,21,1,,,,,,,,
107,04/05/2020,24,23,1,,,,,,,,
107,09/05/2020,26,23,1,,,,,,,,
107,10/05/2020,27,23,1,,,,,,,,
107,11/05/2020,28,23,1,,,,,,,,
107,12/05/2020,31,23,1,,,,,,,,
107,13/05/2020,34,23,1,,,,,,,,
107,14/05/2020,39,23,1,,,,,,,,
107,15/05/2020,43,23,1,,,,,,,,
107,16/05/2020,45,23,1,,,,,,,,
107,17/05/2020,49,23,1,,,,,,,,
107,18/05/2020,50,23,1,,,,,,,,
107,19/05/2020,53,23,1,,,,,,,,
107,20/05/2020,57,23,1,,,,,,,,
107,21/05/2020,62,24,1,,,,,,,,
107,22/05/2020,66,26,1,,,,,,,,
107,23/05/2020,74,26,1,,,,,,,,
107,24/05/2020,79,26,1,,,,,,,,
107,25/05/2020,79,27,1,,,,,,,,
107,26/05/2020,84,30,1,,,,,,,,
107,27/05/2020,84,36,1,,,,,,,,
107,28/05/2020,92,37,1,,,,,,,,
107,29/05/2020,97,38,1,,,,,,,,
107,30/05/2020,97,42,1,,,,,,,,
107,31/05/2020,100,44,1,,,,,,,,
107,01/06/2020,114,51,1,,,,,,,,
107,02/06/2020,129,52,1,,,,,,,,
107,03/06/2020,140,52,1,,,,,,,,
107,04/06/2020,148,60,2,,,,,,,,
107,05/06/2020,166,60,2,,,,,,,,
107,06/06/2020,178,60,3,,,,,,,,
107,07/06/2020,205,61,3,,,,,,,,
107,08/06/2020,219,61,3,,,,,,,,
107,09/06/2020,225,61,3,,,,,,,,
107,10/06/2020,232,61,3,,,,,,,,
107,11/06/2020,242,63,3,,,,,,,,
107,12/06/2020,256,63,3,,,,,,,,
107,13/06/2020,271,70,3,,,,,,,,
107,14/06/2020,274,75,3,,,,,,,,
107,15/06/2020,280,85,3,,,,,,,,
107,16/06/2020,295,91,3,,,,,,,,
107,17/06/2020,306,91,3,,,,,,,,
107,18/06/2020,310,93,3,,,,,,,,
107,19/06/2020,328,108,3,,,,,,,,
107,20/06/2020,333,109,3,,,,,,,,
107,21/06/2020,343,137,3,,,,,,,,
107,22/06/2020,360,160,3,,,,,,,,
107,23/06/2020,371,175,3,,,,,,,,
107,24/06/2020,381,182,3,,,,,,,,
107,25/06/2020,387,194,3,,,,,,,,
107,26/06/2020,403,212,3,,,,,,,,
107,27/06/2020,450,231,3,,,,,,,,
107,28/06/2020,455,231,3,,,,,,,,
107,29/06/2020,469,238,4,,,,,,,,
